CountryCode,Year,Week,Sex,0-14,15-64,65-74,75-84,85+,Total,0-14,15-64,65-74,75-84,85+,Total,Split,SplitSex,Forecast
DNK,2015,26,f,3,59,74,125,178,439,0.000333099450975998,0.00169320971496403,0.011846514116675,0.0372215199373578,0.117152459794897,0.00798535991088632,0,0,0
DNK,2015,26,b,5,166,182,251,293,897,0.000270597928402937,0.00235951462548139,0.0149867456617379,0.0415343345187124,0.129061594723899,0.0082076307419775,0,0,0
DNK,2015,27,m,3,100,127,130,126,486,0.000316747060033545,0.00281623590668422,0.0215345455113555,0.048418562373485,0.167810665580405,0.00894814444469736,0,0,0
DNK,2015,27,f,2,56,79,110,209,456,0.000222066300650665,0.00160711430572857,0.0126469542596936,0.0327549375448749,0.137555416276031,0.00829458797121677,0,0,0
DNK,2015,27,b,5,156,206,240,335,942,0.000270597928402937,0.00221737519021143,0.0169630198149341,0.0397141047190875,0.147561891578519,0.00861938479257838,0,0,0
DNK,2015,28,m,2,92,126,133,125,478,0.00021116470668903,0.00259093703414948,0.0213649821608723,0.0495359138128731,0.166478834901196,0.00880084988593691,0,0,0
DNK,2015,28,f,1,60,95,114,203,473,0.000111033150325333,0.00172190818470918,0.0152083627173531,0.0339460261828703,0.133606456957102,0.00860381603154721,0,0,0
DNK,2015,28,b,3,152,221,247,328,951,0.000162358757041762,0.00216051941610344,0.0181981911606817,0.0408724327733943,0.144478508769416,0.00870173560269855,0,0,0
DNK,2015,29,m,5,95,108,137,115,460,0.000527911766722576,0.00267542411135001,0.0183128418521763,0.0510257157320573,0.1531605281091,0.0084694371287259,0,0,0
DNK,2015,29,f,2,45,78,124,208,457,0.000222066300650665,0.00129143113853189,0.0124868662310899,0.036923747777859,0.136897256389543,0.00831277785711856,0,0,0
DNK,2015,29,b,7,140,186,261,323,917,0.000378837099764112,0.00198995209377949,0.0153161246872706,0.0431890888820077,0.142276092477199,0.00839063254224456,0,0,0
DNK,2015,30,m,6,97,114,114,119,450,0.000633494120067091,0.00273174882948369,0.019330221955075,0.0424593546967484,0.158487850825938,0.00828531893027533,0,0,0
DNK,2015,30,f,2,76,82,133,208,501,0.000222066300650665,0.00218108370063163,0.0131272183455047,0.0396036972133487,0.136897256389543,0.00911313283679737,0,0,0
DNK,2015,30,b,8,173,196,247,327,951,0.0004329566854447,0.00245901223017037,0.0161395722511023,0.0408724327733943,0.144038025510972,0.00870173560269855,0,0,0
DNK,2015,31,m,3,96,136,151,118,504,0.000316747060033545,0.00270358647041685,0.0230606156657035,0.0562400224492018,0.157156020146729,0.00927955720190837,0,0,0
DNK,2015,31,f,2,62,72,118,189,443,0.000222066300650665,0.00177930512419949,0.0115263380594676,0.0351371148208658,0.124392218546267,0.00805811945449348,0,0,0
DNK,2015,31,b,5,158,208,269,307,947,0.000270597928402937,0.00224580307726542,0.0171277093277004,0.0445128923726439,0.135228360342106,0.00866513524264514,0,0,0
DNK,2015,32,m,3,95,99,164,105,466,0.000316747060033545,0.00267542411135001,0.0167867716978283,0.0610818786865503,0.139842221317005,0.00857990804779623,0,0,0
DNK,2015,32,f,3,63,62,121,214,463,0.000333099450975998,0.00180800359394464,0.00992545777343042,0.0360304312993624,0.140846215708472,0.0084219171725293,0,0,0
DNK,2015,32,b,6,158,161,285,319,929,0.000324717514083525,0.00224580307726542,0.0132575057776912,0.0471604993539164,0.140514159443426,0.00850043362240479,0,0,0
DNK,2015,33,m,3,84,117,138,112,454,0.000316747060033545,0.00236563816161475,0.0198389120065243,0.0513981662118533,0.149165036071471,0.00835896620965556,0,0,0
DNK,2015,33,f,4,64,93,136,202,499,0.000444132601301331,0.00183670206368979,0.0148881866601456,0.0404970136918453,0.132948297070614,0.00907675306499379,0,0,0
DNK,2015,33,b,7,148,210,274,314,953,0.000378837099764112,0.00210366364199546,0.0172923988404668,0.0453402695542916,0.138311743151209,0.00872003578272526,0,0,0
DNK,2015,34,m,1,115,108,141,115,480,0.000105582353344515,0.00323867129268685,0.0183128418521763,0.0525155176512414,0.1531605281091,0.00883767352562702,0,0,0
DNK,2015,34,f,2,43,74,123,204,446,0.000222066300650665,0.00123403419904158,0.011846514116675,0.0366259756183601,0.13426461684359,0.00811268911219885,0,0,0
DNK,2015,34,b,3,158,182,264,319,926,0.000162358757041762,0.00224580307726542,0.0149867456617379,0.0436855151909963,0.140514159443426,0.00847298335236473,0,0,0
DNK,2015,35,m,5,91,102,136,109,443,0.000527911766722576,0.00256277467508264,0.0172954617492776,0.0506532652522612,0.145169544033843,0.00815643619135994,0,0,0
DNK,2015,35,f,2,65,82,107,202,458,0.000222066300650665,0.00186540053343495,0.0131272183455047,0.0318616210663783,0.132948297070614,0.00833096774302035,0,0,0
DNK,2015,35,b,7,156,184,243,311,901,0.000378837099764112,0.00221737519021143,0.0151514351745042,0.0402105310280761,0.136990293375879,0.00824423110203091,0,0,0
DNK,2015,36,m,4,109,97,140,107,457,0.00042232941337806,0.0030696971382858,0.016447644996862,0.0521430671714454,0.142505882675424,0.00841420166919073,0,0,0
DNK,2015,36,f,0,54,64,118,186,422,0,0.00154971736623826,0.0102456338306378,0.0351371148208658,0.122417738886803,0.00767613185055587,0,0,0
DNK,2015,36,b,4,163,161,258,293,879,0.00021647834272235,0.0023168727949004,0.0132575057776912,0.0426926625730191,0.129061594723899,0.00804292912173715,0,0,0
DNK,2015,37,m,3,108,113,134,110,468,0.000316747060033545,0.00304153477921896,0.0191606586045919,0.0499083642926692,0.146501374713052,0.00861673168748635,0,0,0
DNK,2015,37,f,5,60,69,113,198,445,0.000555165751626664,0.00172190818470918,0.0110460739736564,0.0336482540233715,0.130315657524661,0.00809449922629706,0,0,0
DNK,2015,37,b,8,168,182,247,308,913,0.0004329566854447,0.00238794251253539,0.0149867456617379,0.0408724327733943,0.135668843600549,0.00835403218219114,0,0,0
DNK,2015,38,m,3,100,101,153,118,475,0.000316747060033545,0.00281623590668422,0.0171258983987945,0.0569849234087939,0.157156020146729,0.00874561442640174,0,0,0
DNK,2015,38,f,3,70,86,116,192,467,0.000333099450975998,0.00200889288216071,0.0137675704599196,0.0345415705018681,0.126366698205732,0.00849467671613647,0,0,0
DNK,2015,38,b,6,170,187,269,310,942,0.000324717514083525,0.00241637039958938,0.0153984694436537,0.0445128923726439,0.136549810117436,0.00861938479257838,0,0,0
DNK,2015,39,m,1,81,114,141,126,463,0.000105582353344515,0.00228115108441422,0.019330221955075,0.0525155176512414,0.167810665580405,0.00852467258826107,0,0,0
DNK,2015,39,f,1,52,92,135,220,500,0.000111033150325333,0.00149232042674796,0.0147280986315419,0.0401992415323464,0.144795175027401,0.00909494295089558,0,0,0
DNK,2015,39,b,2,133,206,276,346,963,0.000108239171361175,0.00189045448909051,0.0169630198149341,0.0456712204269507,0.152407207421396,0.00881153668285879,0,0,0
DNK,2015,40,m,5,98,107,148,123,481,0.000527911766722576,0.00275991118855054,0.0181432785016932,0.0551226710098137,0.163815173542777,0.00885608534547208,0,0,0
DNK,2015,40,f,5,61,71,138,203,478,0.000555165751626664,0.00175060665445433,0.0113662500308639,0.041092558010843,0.133606456957102,0.00869476546105617,0,0,0
DNK,2015,40,b,10,159,178,286,326,959,0.000541195856805875,0.00226001702079242,0.0146573666362052,0.047325974790246,0.143597542252529,0.00877493632280537,0,0,0
DNK,2015,41,m,5,96,122,146,112,481,0.000527911766722576,0.00270358647041685,0.0206867287589399,0.0543777700502216,0.149165036071471,0.00885608534547208,0,0,0
DNK,2015,41,f,3,49,76,127,191,446,0.000333099450975998,0.0014062250175125,0.0121666901738824,0.0378170642563555,0.125708538319244,0.00811268911219885,0,0,0
DNK,2015,41,b,8,145,198,273,303,927,0.0004329566854447,0.00206102181141447,0.0163042617638687,0.0451747941179621,0.133466427308332,0.00848213344237808,0,0,0
DNK,2015,42,m,0,87,100,125,142,454,0,0.00245012523881527,0.0169563350483114,0.0465563099745048,0.189119956447759,0.00835896620965556,0,0,0
DNK,2015,42,f,3,59,85,137,210,494,0.000333099450975998,0.00169320971496403,0.0136074824313159,0.0407947858513442,0.138213576162519,0.00898580363548483,0,0,0
DNK,2015,42,b,3,146,185,262,352,948,0.000162358757041762,0.00207523575494147,0.0152337799308874,0.0433545643183372,0.155050106972056,0.00867428533265849,0,0,0
DNK,2015,43,m,4,94,119,137,147,501,0.00042232941337806,0.00264726175228317,0.0201780387074906,0.0510257157320573,0.195779109843806,0.00922432174237321,0,0,0
DNK,2015,43,f,1,49,84,142,220,496,0.000111033150325333,0.0014062250175125,0.0134473944027122,0.0422836466488385,0.144795175027401,0.00902218340728841,0,0,0
DNK,2015,43,b,5,143,203,279,367,997,0.000270597928402937,0.00203259392436048,0.0167159855457845,0.0461676467359393,0.161657355848706,0.00912263974331278,0,0,0
DNK,2015,44,m,4,88,120,155,135,502,0.00042232941337806,0.00247828759788211,0.0203476020579737,0.057729824368386,0.179797141693292,0.00924273356221826,0,0,0
DNK,2015,44,f,0,63,86,126,216,491,0,0.00180800359394464,0.0137675704599196,0.0375192920968567,0.142162535481448,0.00893123397777946,0,0,0
DNK,2015,44,b,4,151,206,281,351,993,0.00021647834272235,0.00214630547257645,0.0169630198149341,0.0464985976085983,0.154609623713613,0.00908603938325937,0,0,0
DNK,2015,45,m,5,104,136,137,125,507,0.000527911766722576,0.00292888534295159,0.0230606156657035,0.0510257157320573,0.166478834901196,0.00933479266144354,0,0,0
DNK,2015,45,f,2,59,85,119,199,464,0.000222066300650665,0.00169320971496403,0.0136074824313159,0.0354348869803646,0.130973817411149,0.0084401070584311,0,0,0
DNK,2015,45,b,7,163,221,256,324,971,0.000378837099764112,0.0023168727949004,0.0181981911606817,0.04236171170036,0.142716575735642,0.00888473740296561,0,0,0
DNK,2015,46,m,1,109,126,153,132,521,0.000105582353344515,0.0030696971382858,0.0213649821608723,0.0569849234087939,0.175801649655663,0.00959255813927433,0,0,0
DNK,2015,46,f,5,70,73,121,195,464,0.000555165751626664,0.00200889288216071,0.0116864260880713,0.0360304312993624,0.128341177865196,0.0084401070584311,0,0,0
DNK,2015,46,b,6,179,199,274,327,985,0.000324717514083525,0.00254429589133235,0.0163866065202518,0.0453402695542916,0.144038025510972,0.00901283866315255,0,0,0
DNK,2015,47,m,2,84,126,167,122,501,0.00021116470668903,0.00236563816161475,0.0213649821608723,0.0621992301259384,0.162483342863567,0.00922432174237321,0,0,0
DNK,2015,47,f,2,50,86,156,191,485,0.000222066300650665,0.00143492348725765,0.0137675704599196,0.0464524568818226,0.125708538319244,0.00882209466236871,0,0,0
DNK,2015,47,b,4,134,212,323,313,986,0.00021647834272235,0.00190466843261751,0.0174570883532331,0.0534485659344386,0.137871259892766,0.0090219887531659,0,0,0
DNK,2015,48,m,2,106,116,181,159,564,0.00021116470668903,0.00298521006108527,0.0196693486560412,0.067413536843083,0.211761077994321,0.0103842663926118,0,0,0
DNK,2015,48,f,4,68,79,134,234,519,0.000444132601301331,0.0019514959426704,0.0126469542596936,0.0399014693728476,0.154009413438236,0.00944055078302961,0,0,0
DNK,2015,48,b,6,174,195,315,393,1083,0.000324717514083525,0.00247322617369736,0.0160572274947191,0.0521247624438024,0.173109920568233,0.00990954748446113,0,0,0
DNK,2015,49,m,3,124,125,167,138,557,0.000316747060033545,0.00349213252428843,0.0211954188103892,0.0621992301259384,0.18379263373092,0.0102553836536964,0,0,0
DNK,2015,49,f,3,77,94,148,226,548,0.000333099450975998,0.00220978217037678,0.0150482746887493,0.0440702796058317,0.14874413434633,0.00996805747418155,0,0,0
DNK,2015,49,b,6,201,219,315,364,1105,0.000324717514083525,0.00285700264892627,0.0180335016479153,0.0521247624438024,0.160335906073376,0.0101108494647549,0,0,0
DNK,2015,50,m,2,90,131,163,139,525,0.00021116470668903,0.0025346123160158,0.0222127989132879,0.0607094282067543,0.18512446441013,0.00966620541865456,0,0,0
DNK,2015,50,f,3,64,81,133,227,508,0.000333099450975998,0.00183670206368979,0.012967130316901,0.0396036972133487,0.149402294232818,0.00924046203810991,0,0,0
DNK,2015,50,b,5,154,212,296,366,1033,0.000270597928402937,0.00218894730315744,0.0174570883532331,0.0489807291535413,0.161216872590263,0.00945204298379348,0,0,0
DNK,2015,51,m,1,109,125,143,135,513,0.000105582353344515,0.0030696971382858,0.0211954188103892,0.0532604186108335,0.179797141693292,0.00944526358051388,0,0,0
DNK,2015,51,f,1,63,94,119,234,511,0.000111033150325333,0.00180800359394464,0.0150482746887493,0.0354348869803646,0.154009413438236,0.00929503169581528,0,0,0
DNK,2015,51,b,2,172,219,262,369,1024,0.000108239171361175,0.00244479828664337,0.0180335016479153,0.0433545643183372,0.162538322365593,0.00936969217367331,0,0,0
DNK,2015,52,m,2,84,124,151,130,491,0.00021116470668903,0.00236563816161475,0.0210258554599061,0.0562400224492018,0.173137988297244,0.00904020354392264,0,0,0
DNK,2015,52,f,2,65,82,142,212,503,0.000222066300650665,0.00186540053343495,0.0131272183455047,0.0422836466488385,0.139529895935496,0.00914951260860095,0,0,0
DNK,2015,52,b,4,149,206,293,342,994,0.00021647834272235,0.00211787758552246,0.0169630198149341,0.0484843028445527,0.150645274387622,0.00909518947327272,0,0,0
DNK,2015,53,m,2,91,111,158,127,489,0.00021116470668903,0.00256277467508264,0.0188215319036256,0.0588471758077741,0.169142496259615,0.00900337990423253,0,0,0
DNK,2015,53,f,2,72,81,133,209,497,0.000222066300650665,0.00206628982165102,0.012967130316901,0.0396036972133487,0.137555416276031,0.0090403732931902,0,0,0
DNK,2015,53,b,4,163,192,291,336,986,0.00021647834272235,0.0023168727949004,0.0158101932255696,0.0481533519718936,0.148002374836962,0.0090219887531659,0,0,0
DNK,2016,1,m,6,114,138,153,137,548,0.000633559496841974,0.00318752855539401,0.0230403251166401,0.0547642519620551,0.177956963949036,0.0100022214766018,0,0,0
DNK,2016,1,f,4,62,86,138,265,555,0.000444704455216741,0.0017693537470555,0.0135539284493675,0.0399213503822874,0.173830857469897,0.0100249138686181,0,0,0
DNK,2016,1,b,10,176,224,291,402,1103,0.000541563943489117,0.00248568513452882,0.0181604108319191,0.0465556037357128,0.175215354791499,0.0100136268235454,0,0,0
DNK,2016,2,m,3,96,125,155,155,534,0.000316779748420987,0.00268423457296338,0.0208698597071016,0.0554801245367225,0.201338170891245,0.00974669027099521,0,0,0
DNK,2016,2,f,3,54,101,153,220,531,0.000333528341412555,0.00154105003775802,0.0159179857370478,0.0442606275977534,0.144312409975009,0.00959140407970484,0,0,0
DNK,2016,2,b,6,150,226,308,375,1065,0.00032493836609347,0.00211848164874615,0.018322557357204,0.0492753469092768,0.163447159320428,0.00966864239988743,0,0,0
DNK,2016,3,m,2,107,119,152,140,520,0.000211186498947325,0.0029918031177821,0.0198681064411607,0.0544063156747214,0.181853831772738,0.0094911590653886,0,0,0
DNK,2016,3,f,0,50,86,156,234,526,0,0.00142689818310928,0.0135539284493675,0.0451284830408466,0.153495926973418,0.00950108954034792,0,0,0
DNK,2016,3,b,2,157,205,308,374,1046,0.000108312788697823,0.00221734412568764,0.0166200188417116,0.0492753469092768,0.163011300228907,0.00949615018805845,0,0,0
DNK,2016,4,m,2,113,158,177,132,582,0.000211186498947325,0.00315956777859231,0.0263795026697764,0.0633547228580638,0.171462184242867,0.0106227972616465,0,0,0
DNK,2016,4,f,2,55,82,152,251,542,0.00022235222760837,0.0015695880014202,0.0129235131726527,0.0439713424500557,0.164647340471487,0.00979009606629006,0,0,0
DNK,2016,4,b,4,168,240,329,383,1124,0.000216625577395647,0.00237269944659569,0.019457583034199,0.0526350296530911,0.166934032052597,0.0102042761103037,0,0,0
DNK,2016,5,m,4,117,133,136,150,540,0.000422372997894649,0.00327141088579912,0.0222055307283561,0.0486793350773823,0.194843391185076,0.00985620364482662,0,0,0
DNK,2016,5,f,1,58,97,153,234,543,0.000111176113804185,0.00165520189240676,0.0152875704603331,0.0442606275977534,0.153495926973418,0.00980815897416145,0,0,0
DNK,2016,5,b,5,175,230,289,384,1083,0.000270781971744558,0.00247156192353718,0.018646850407774,0.0462356339505876,0.167369891144118,0.00983205607425172,0,0,0
DNK,2016,6,m,3,98,123,141,138,503,0.000316779748420987,0.00274015612656678,0.0205359419517879,0.0504690165140508,0.17925591989027,0.00918087117286628,0,0,0
DNK,2016,6,f,1,62,90,138,246,537,0.000111176113804185,0.0017693537470555,0.0141843437260822,0.0399213503822874,0.161367512972055,0.00969978152693314,0,0,0
DNK,2016,6,b,4,160,213,279,384,1040,0.000216625577395647,0.00225971375866256,0.0172686049428516,0.0446357850249617,0.167369891144118,0.00944167896327035,0,0,0
DNK,2016,7,m,4,115,126,168,135,548,0.000422372997894649,0.00321548933219572,0.0210368185847584,0.0601332962720605,0.175359052066568,0.0100022214766018,0,0,0
DNK,2016,7,f,2,74,84,133,221,514,0.00022235222760837,0.00211180931100173,0.0132387208110101,0.0384749246437987,0.144968375474895,0.00928433464589131,0,0,0
DNK,2016,7,b,6,189,210,301,356,1062,0.00032493836609347,0.00266928687742015,0.0170253851549241,0.0481554526613387,0.155165836581526,0.00964140678749338,0,0,0
DNK,2016,8,m,4,107,150,160,141,562,0.000422372997894649,0.0029918031177821,0.0250438316485219,0.057269805973391,0.183152787713972,0.0102577526822084,0,0,0
DNK,2016,8,f,2,69,95,141,255,562,0.00022235222760837,0.0019691194926908,0.0149723628219757,0.0407892058253806,0.167271202471033,0.0101513542237177,0,0,0
DNK,2016,8,b,6,176,245,301,396,1124,0.00032493836609347,0.00248568513452882,0.0198629493474115,0.0481554526613387,0.172600200242372,0.0102042761103037,0,0,0
DNK,2016,9,m,1,114,133,144,169,561,0.000105593249473662,0.00318752855539401,0.0222055307283561,0.0515428253760519,0.219523554068519,0.0102395004532365,0,0,0
DNK,2016,9,f,2,74,83,172,251,582,0.00022235222760837,0.00211180931100173,0.0130811169918314,0.0497570454040104,0.164647340471487,0.0105126123811454,0,0,0
DNK,2016,9,b,3,188,216,316,420,1143,0.000162469183046735,0.00265516366642851,0.0175118247307791,0.0505552260497775,0.183060818438879,0.0103767683221327,0,0,0
DNK,2016,10,m,1,101,132,184,135,553,0.000105593249473662,0.00282403845697189,0.0220385718506993,0.0658602768693996,0.175359052066568,0.0100934826214613,0,0,0
DNK,2016,10,f,7,80,110,159,240,596,0.000778232796629296,0.00228303709297484,0.0173364201096561,0.0459963384839398,0.157431719972737,0.0107654930913448,0,0,0
DNK,2016,10,b,8,181,242,343,375,1149,0.000433251154791293,0.00255630118948703,0.019619729559484,0.0548748181489673,0.163447159320428,0.0104312395469208,0,0,0
DNK,2016,11,m,3,115,142,177,144,581,0.000316779748420987,0.00321548933219572,0.0237081606272674,0.0633547228580638,0.187049655537673,0.0106045450326746,0,0,0
DNK,2016,11,f,5,51,86,151,285,578,0.000555880569020926,0.00145543614677146,0.0135539284493675,0.0436820573023579,0.186950167467625,0.0104403607496599,0,0,0
DNK,2016,11,b,8,166,228,328,429,1159,0.000433251154791293,0.00234445302461241,0.018484703882489,0.0524750447605285,0.18698355026257,0.0105220249215676,0,0,0
DNK,2016,12,m,3,94,129,161,153,540,0.000316779748420987,0.00262831301935998,0.0215376952177288,0.0576277422607247,0.198740259008778,0.00985620364482662,0,0,0
DNK,2016,12,f,3,64,89,137,241,534,0.000333528341412555,0.00182642967437987,0.0140267399069035,0.0396320652345897,0.158087685472623,0.00964559280331899,0,0,0
DNK,2016,12,b,6,158,218,298,394,1074,0.00032493836609347,0.00223146733667928,0.0176739712560641,0.0476754979836509,0.17172848205933,0.00975034923706957,0,0,0
DNK,2016,13,m,6,109,132,175,141,563,0.000633559496841974,0.0030477246713855,0.0220385718506993,0.0626388502833964,0.183152787713972,0.0102760049111803,0,0,0
DNK,2016,13,f,0,64,74,165,218,521,0,0.00182642967437987,0.0116626826192232,0.0477320493701262,0.143000478975236,0.009410775000991,0,0,0
DNK,2016,13,b,6,173,206,340,359,1084,0.00032493836609347,0.0024433155015539,0.0167010921043541,0.0543948634712795,0.15647341385609,0.0098411346117164,0,0,0
DNK,2016,14,m,3,99,120,154,127,503,0.000316779748420987,0.00276811690336849,0.0200350653188175,0.0551221882493888,0.164967404536698,0.00918087117286628,0,0,0
DNK,2016,14,f,2,69,90,130,229,520,0.00022235222760837,0.0019691194926908,0.0141843437260822,0.0376070692007055,0.150216099473986,0.00939271209311962,0,0,0
DNK,2016,14,b,5,168,210,284,356,1023,0.000270781971744558,0.00237269944659569,0.0170253851549241,0.0454357094877747,0.155165836581526,0.00928734382637074,0,0,0
DNK,2016,15,m,2,121,136,149,138,546,0.000211186498947325,0.00338325399300593,0.0227064073613265,0.0533325068127204,0.17925591989027,0.00996571701865803,0,0,0
DNK,2016,15,f,5,70,77,131,242,525,0.000555880569020926,0.00199765745635299,0.0121354940767592,0.0378963543484033,0.15874365097251,0.00948302663247653,0,0,0
DNK,2016,15,b,7,191,213,280,380,1071,0.000379094760442382,0.00269753329940344,0.0172686049428516,0.0447957699175243,0.165626454778034,0.00972311362467553,0,0,0
DNK,2016,16,m,7,93,110,148,116,474,0.000739152746315637,0.00260035224255827,0.0183654765422494,0.0529745705253867,0.150678889183126,0.00865155653268114,0,0,0
DNK,2016,16,f,2,56,83,144,251,536,0.00022235222760837,0.00159812596508239,0.0130811169918314,0.0416570612684738,0.164647340471487,0.00968171861906176,0,0,0
DNK,2016,16,b,9,149,193,292,367,1010,0.000487407549140205,0.00210435843775451,0.0156471396900017,0.0467155886282754,0.159960286588259,0.00916932283932986,0,0,0
DNK,2016,17,m,2,92,136,139,132,501,0.000211186498947325,0.00257239146575657,0.0227064073613265,0.0497531439393834,0.171462184242867,0.00914436671492247,0,0,0
DNK,2016,17,f,2,62,80,127,213,484,0.00022235222760837,0.0017693537470555,0.0126083055342953,0.0367392137576123,0.139720651475804,0.0087424474097498,0,0,0
DNK,2016,17,b,4,154,216,266,345,985,0.000216625577395647,0.00217497449271272,0.0175118247307791,0.0425559814216481,0.150371386574794,0.00894235940271278,0,0,0
DNK,2016,18,m,2,112,139,158,128,539,0.000211186498947325,0.00313160700179061,0.0232072839942969,0.0565539333987236,0.166266360477932,0.00983795141585472,0,0,0
DNK,2016,18,f,1,64,69,138,231,503,0.000111176113804185,0.00182642967437987,0.0108746635233297,0.0399213503822874,0.151528030473759,0.00908564265930609,0,0,0
DNK,2016,18,b,3,176,208,296,359,1042,0.000162469183046735,0.00248568513452882,0.0168632386296391,0.0473555281985257,0.15647341385609,0.00945983603819972,0,0,0
DNK,2016,19,m,1,94,132,167,133,527,0.000105593249473662,0.00262831301935998,0.0220385718506993,0.0597753599847268,0.172761140184101,0.0096189246681919,0,0,0
DNK,2016,19,f,1,62,80,130,223,496,0.000111176113804185,0.0017693537470555,0.0126083055342953,0.0376070692007055,0.146280306474668,0.0089592023042064,0,0,0
DNK,2016,19,b,2,156,212,297,356,1023,0.000108312788697823,0.002203220914696,0.0171875316802091,0.0475155130910883,0.155165836581526,0.00928734382637074,0,0,0
DNK,2016,20,m,2,87,124,129,112,454,0.000211186498947325,0.00243258758174806,0.0207029008294448,0.0461737810660465,0.14548306541819,0.00828651195324312,0,0,0
DNK,2016,20,f,2,56,85,136,202,481,0.00022235222760837,0.00159812596508239,0.0133963246301888,0.0393427800868919,0.132505030977053,0.00868825868613564,0,0,0
DNK,2016,20,b,4,143,209,265,314,935,0.000216625577395647,0.00201961917180467,0.0169443118922816,0.0423959965290855,0.136859754737638,0.00848843252947863,0,0,0
DNK,2016,21,m,8,98,112,160,120,498,0.000844745995789299,0.00274015612656678,0.018699394297563,0.057269805973391,0.155874712948061,0.00908961002800677,0,0,0
DNK,2016,21,f,2,40,77,135,223,477,0.00022235222760837,0.00114151854648742,0.0121354940767592,0.0390534949391942,0.146280306474668,0.00861600705465011,0,0,0
DNK,2016,21,b,10,138,189,295,343,975,0.000541563943489117,0.00194900311684646,0.0153228466394317,0.0471955433059631,0.149499668391751,0.00885157402806595,0,0,0
DNK,2016,22,m,6,87,118,146,119,476,0.000633559496841974,0.00243258758174806,0.0197011475635039,0.0522586979507193,0.154575757006827,0.00868806099062495,0,0,0
DNK,2016,22,f,0,43,83,152,199,477,0,0.00122713243747398,0.0130811169918314,0.0439713424500557,0.130537134477394,0.00861600705465011,0,0,0
DNK,2016,22,b,6,130,201,298,318,953,0.00032493836609347,0.00183601742891333,0.0162957257911417,0.0476754979836509,0.138603191103723,0.00865184620384293,0,0,0
DNK,2016,23,m,2,95,107,138,125,467,0.000211186498947325,0.00265627379616168,0.0178645999092789,0.0493952076520497,0.16236949265423,0.00852379092987783,0,0,0
DNK,2016,23,f,2,50,85,113,196,446,0.00022235222760837,0.00142689818310928,0.0133963246301888,0.032689221689844,0.128569237977735,0.00805605691063721,0,0,0
DNK,2016,23,b,4,145,192,251,321,913,0.000216625577395647,0.00204786559378795,0.0155660664273592,0.0401562080332093,0.139910768378286,0.00828870470525561,0,0,0
DNK,2016,24,m,5,72,123,130,126,456,0.000527966247368312,0.00201317592972253,0.0205359419517879,0.0465317173533802,0.163668448595464,0.00832301641118692,0,0,0
DNK,2016,24,f,2,53,72,122,215,464,0.00022235222760837,0.00151251207409583,0.0113474749808658,0.0352927880191236,0.141032582475577,0.00838118925232212,0,0,0
DNK,2016,24,b,7,125,195,252,341,920,0.000379094760442382,0.00176540137395513,0.0158092862152867,0.0403161929257719,0.148627950208709,0.00835225446750839,0,0,0
DNK,2016,25,m,1,107,116,144,129,497,0.000105593249473662,0.0029918031177821,0.0193672298081903,0.0515428253760519,0.167565316419165,0.00907135779903487,0,0,0
DNK,2016,25,f,0,61,80,138,207,486,0,0.00174081578339332,0.0126083055342953,0.0399213503822874,0.135784858476485,0.00877857322549256,0,0,0
DNK,2016,25,b,1,168,196,282,336,983,5.41563943489117e-05,0.00237269944659569,0.0158903594779292,0.0451157397026495,0.146448654751103,0.00892420232778342,0,0,0
DNK,2016,26,m,4,73,107,113,118,415,0.000422372997894649,0.00204113670652424,0.0178645999092789,0.0404468004687074,0.153276801065593,0.00757467502333898,0,0,0
DNK,2016,26,f,1,66,89,114,212,482,0.000111176113804185,0.00188350560170424,0.0140267399069035,0.0329785068375418,0.139064685975917,0.00870632159400703,0,0,0
DNK,2016,26,b,5,139,196,227,330,897,0.000270781971744558,0.0019631263278381,0.0158903594779292,0.0363165706117072,0.143833500201977,0.00814344810582068,0,0,0
DNK,2016,27,m,4,97,112,135,116,464,0.000422372997894649,0.00271219534976508,0.018699394297563,0.0483213987900486,0.150678889183126,0.00846903424296213,0,0,0
DNK,2016,27,f,1,49,71,130,209,460,0.000111176113804185,0.00139836021944709,0.0111898711616871,0.0376070692007055,0.137096789476258,0.00830893762083658,0,0,0
DNK,2016,27,b,5,146,183,265,325,924,0.000270781971744558,0.00206198880477959,0.0148364070635767,0.0423959965290855,0.141654204744371,0.00838856861736712,0,0,0
DNK,2016,28,m,2,79,105,148,112,446,0.000211186498947325,0.00220890136733445,0.0175306821539653,0.0529745705253867,0.14548306541819,0.00814049412146791,0,0,0
DNK,2016,28,f,4,68,88,118,174,452,0.000444704455216741,0.00194058152902862,0.0138691360877248,0.0341356474283327,0.114137996980234,0.00816443435786551,0,0,0
DNK,2016,28,b,6,147,193,266,286,898,0.00032493836609347,0.00207611201577123,0.0156471396900017,0.0425559814216481,0.124655700175046,0.00815252664328536,0,0,0
DNK,2016,29,m,4,89,112,141,133,479,0.000422372997894649,0.00248850913535147,0.018699394297563,0.0504690165140508,0.172761140184101,0.00874281767754065,0,0,0
DNK,2016,29,f,3,66,92,122,209,492,0.000333528341412555,0.00188350560170424,0.0144995513644396,0.0352927880191236,0.137096789476258,0.00888695067272087,0,0,0
DNK,2016,29,b,7,155,204,263,342,971,0.000379094760442382,0.00218909770370436,0.0165389455790691,0.0420760267439604,0.14906380930023,0.00881525987820722,0,0,0
