Dato,NyePositive_PCR,NyePositive_Antigen,AntalTest_PCR,AntalTest_Antigen,Dødsfald,Nyindlæggelser
2021-12-22,11370.714285714286,5019.285714285715,193960.0,219720.0,12.857142857142858,122.28571428571429
2021-12-23,11503.285714285714,5113.428571428572,179572.85714285713,212152.42857142858,12.571428571428571,124.28571428571429
2021-12-24,12942.714285714286,5237.857142857143,167519.7142857143,206080.7142857143,12.0,132.85714285714286
2021-12-25,14314.42857142857,5342.857142857143,158424.57142857142,200353.14285714287,12.142857142857142,138.85714285714286
2021-12-26,15182.42857142857,5418.285714285715,150486.2857142857,194906.2857142857,11.428571428571429,144.42857142857142
2021-12-27,16207.57142857143,5575.428571428572,147970.57142857142,200015.14285714287,10.0,148.71428571428572
2021-12-28,16616.571428571428,5565.857142857143,147923.14285714287,203519.57142857142,10.142857142857142,153.71428571428572
2021-12-29,16753.0,5355.857142857143,148184.57142857142,194892.7142857143,10.285714285714286,161.14285714285714
2021-12-30,18170.714285714286,5649.714285714285,158647.2857142857,202497.57142857142,10.142857142857142,171.14285714285714
2021-12-31,18699.428571428572,5889.285714285715,163825.14285714287,207101.14285714287,11.142857142857142,177.42857142857142
2022-01-01,19058.0,6046.857142857143,165670.7142857143,213917.85714285713,11.571428571428571,179.85714285714286
2022-01-02,19175.428571428572,5922.714285714285,161327.14285714287,212337.42857142858,12.571428571428571,176.42857142857142
2022-01-03,18663.0,5745.428571428572,159066.2857142857,203030.85714285713,13.714285714285714,177.28571428571428
2022-01-04,19430.571428571428,5765.142857142857,174934.57142857142,211635.2857142857,14.571428571428571,180.42857142857142
2022-01-05,20203.714285714286,5852.142857142857,183617.7142857143,222645.42857142858,15.0,174.28571428571428
2022-01-06,19639.285714285714,5519.714285714285,182915.7142857143,220351.57142857142,15.857142857142858,171.14285714285714
2022-01-07,19254.0,5204.142857142857,181331.0,221153.7142857143,16.142857142857142,167.14285714285714
2022-01-08,19061.285714285714,4943.428571428572,179814.42857142858,218401.85714285713,16.571428571428573,169.85714285714286
2022-01-09,19795.714285714286,5015.857142857143,180139.0,219471.57142857142,16.714285714285715,174.57142857142858
2022-01-10,21038.571428571428,5313.142857142857,181776.2857142857,220656.85714285713,16.428571428571427,179.71428571428572
2022-01-11,22766.714285714286,5716.571428571428,184784.85714285713,222721.14285714287,15.857142857142858,185.85714285714286
2022-01-12,24536.0,6104.428571428572,187746.0,224650.42857142858,15.0,191.57142857142858
2022-01-13,26323.85714285714,6783.142857142857,191041.0,228305.57142857142,15.285714285714286,198.57142857142858
2022-01-14,29086.0,7463.857142857143,196428.2857142857,233003.42857142858,14.428571428571429,207.57142857142858
2022-01-15,31758.714285714286,8191.571428571428,202448.42857142858,237131.57142857142,13.0,213.71428571428572
2022-01-16,34073.0,8770.714285714286,208061.57142857142,239636.42857142858,14.142857142857142,218.57142857142858
2022-01-17,36149.57142857143,9216.714285714286,212457.2857142857,239691.14285714287,15.142857142857142,221.42857142857142
2022-01-18,37922.142857142855,9594.0,215849.7142857143,240326.42857142858,16.285714285714285,228.0
2022-01-19,39373.57142857143,9917.714285714286,218421.7142857143,241761.85714285713,16.428571428571427,235.28571428571428
2022-01-20,40895.71428571428,10270.714285714286,220119.57142857142,240377.85714285713,16.0,241.0
2022-01-21,42772.71428571428,10653.0,222136.85714285713,238025.0,16.571428571428573,247.0
2022-01-22,44047.42857142857,10799.857142857143,221159.2857142857,231805.14285714287,18.428571428571427,254.57142857142858
2022-01-23,44638.857142857145,10864.42857142857,217878.14285714287,223922.42857142858,17.857142857142858,264.14285714285717
2022-01-24,44868.42857142857,10794.714285714286,211652.14285714287,214070.85714285713,17.285714285714285,275.2857142857143
2022-01-25,44600.857142857145,10654.57142857143,204021.2857142857,202610.2857142857,17.428571428571427,280.57142857142856
2022-01-26,43575.71428571428,10434.857142857143,195772.85714285713,193462.0,18.571428571428573,283.2857142857143
2022-01-27,42756.28571428572,9970.285714285714,186631.85714285713,178588.14285714287,19.857142857142858,284.57142857142856
2022-01-28,42625.142857142855,9663.42857142857,178670.7142857143,166007.42857142858,20.285714285714285,290.14285714285717
2022-01-29,41794.71428571428,9189.714285714286,169502.42857142858,152166.0,19.714285714285715,297.14285714285717
2022-01-30,41214.857142857145,8895.857142857143,162546.57142857142,141780.0,18.142857142857142,308.2857142857143
2022-01-31,40952.142857142855,8696.42857142857,157330.85714285713,133280.7142857143,20.0,315.14285714285717
2022-02-01,40808.42857142857,8543.0,153517.57142857142,125311.57142857143,19.714285714285715,329.2857142857143
2022-02-02,41335.57142857143,8417.714285714286,153395.7142857143,120262.57142857143,20.142857142857142,338.0
2022-02-03,42384.42857142857,8502.857142857143,155507.42857142858,117112.71428571429,21.142857142857142,347.2857142857143
2022-02-04,42517.57142857143,8460.857142857143,152340.2857142857,110118.14285714286,22.285714285714285,362.42857142857144
