date,cases0_1,cases1_5,cases5_15,cases15_65,cases65,casesSum,pop0_1,pop1_4,pop5_14,pop15_64,pop65,popSum,ratio0_1,ratio1_4,ratio5_14,ratio15_64,ratio65,ratioAll,ratioK0_1,ratioK1_4,ratioK5_14,ratioK15_64,ratioK65,ratioKAll
1915-04-25,0,4,8,52,2,66,9396.6,36502.2,86777.2,334181.2,27778.6,494635.8,0.0,0.00010958243612713755,9.21901144540271e-05,0.00015560420514379623,7.199786886308166e-05,0.00013343150657514074,0.0,0.10958243612713754,0.0921901144540271,0.15560420514379622,0.07199786886308165,0.13343150657514075
1915-05-02,0,8,4,45,1,58,9396.6,36502.2,86777.2,334181.2,27778.6,494635.8,0.0,0.0002191648722542751,4.609505722701355e-05,0.0001346574852205929,3.599893443154083e-05,0.00011725799062663883,0.0,0.21916487225427508,0.04609505722701355,0.1346574852205929,0.03599893443154083,0.11725799062663883
1915-05-09,1,6,6,27,2,42,9396.6,36502.2,86777.2,334181.2,27778.6,494635.8,0.00010642147159610923,0.00016437365419070632,6.914258584052032e-05,8.079449113235573e-05,7.199786886308166e-05,8.491095872963501e-05,0.10642147159610922,0.16437365419070632,0.06914258584052033,0.08079449113235573,0.07199786886308165,0.08491095872963501
1915-05-16,0,0,5,33,0,38,9396.6,36502.2,86777.2,334181.2,27778.6,494635.8,0.0,0.0,5.7618821533766935e-05,9.874882249510146e-05,0.0,7.682420075538406e-05,0.0,0.0,0.057618821533766934,0.09874882249510146,0.0,0.07682420075538406
1915-05-23,0,5,5,29,3,42,9396.6,36502.2,86777.2,334181.2,27778.6,494635.8,0.0,0.00013697804515892193,5.7618821533766935e-05,8.677926825327097e-05,0.00010799680329462248,8.491095872963501e-05,0.0,0.13697804515892192,0.057618821533766934,0.08677926825327097,0.10799680329462248,0.08491095872963501
1915-05-30,0,5,5,16,0,26,9396.6,36502.2,86777.2,334181.2,27778.6,494635.8,0.0,0.00013697804515892193,5.7618821533766935e-05,4.787821696732192e-05,0.0,5.25639268326312e-05,0.0,0.13697804515892192,0.057618821533766934,0.04787821696732192,0.0,0.052563926832631204
1915-06-06,0,1,6,21,1,29,9396.6,36502.2,86777.2,334181.2,27778.6,494635.8,0.0,2.7395609031784387e-05,6.914258584052032e-05,6.284015976961002e-05,3.599893443154083e-05,5.8628995313319415e-05,0.0,0.027395609031784385,0.06914258584052033,0.06284015976961002,0.03599893443154083,0.058628995313319415
1915-06-13,0,2,5,21,2,30,9396.6,36502.2,86777.2,334181.2,27778.6,494635.8,0.0,5.479121806356877e-05,5.7618821533766935e-05,6.284015976961002e-05,7.199786886308166e-05,6.065068480688216e-05,0.0,0.05479121806356877,0.057618821533766934,0.06284015976961002,0.07199786886308165,0.060650684806882155
1915-06-20,0,3,4,15,3,25,9396.6,36502.2,86777.2,334181.2,27778.6,494635.8,0.0,8.218682709535316e-05,4.609505722701355e-05,4.48858284068643e-05,0.00010799680329462248,5.054223733906846e-05,0.0,0.08218682709535316,0.04609505722701355,0.0448858284068643,0.10799680329462248,0.05054223733906846
1915-06-27,0,1,1,20,1,23,9396.6,36502.2,86777.2,334181.2,27778.6,494635.8,0.0,2.7395609031784387e-05,1.1523764306753388e-05,5.98477712091524e-05,3.599893443154083e-05,4.6498858351942984e-05,0.0,0.027395609031784385,0.011523764306753387,0.0598477712091524,0.03599893443154083,0.046498858351942986
1915-07-04,0,1,2,7,1,11,9396.6,36502.2,86777.2,334181.2,27778.6,494635.8,0.0,2.7395609031784387e-05,2.3047528613506776e-05,2.094671992320334e-05,3.599893443154083e-05,2.2238584429190124e-05,0.0,0.027395609031784385,0.023047528613506774,0.02094671992320334,0.03599893443154083,0.022238584429190123
1915-07-11,0,0,0,17,1,18,9396.6,36502.2,86777.2,334181.2,27778.6,494635.8,0.0,0.0,0.0,5.0870605527779535e-05,3.599893443154083e-05,3.6390410884129294e-05,0.0,0.0,0.0,0.050870605527779535,0.03599893443154083,0.036390410884129296
1915-07-18,0,0,1,13,0,14,9396.6,36502.2,86777.2,334181.2,27778.6,494635.8,0.0,0.0,1.1523764306753388e-05,3.890105128594906e-05,0.0,2.830365290987834e-05,0.0,0.0,0.011523764306753387,0.038901051285949055,0.0,0.02830365290987834
1915-07-25,0,1,0,14,1,16,9396.6,36502.2,86777.2,334181.2,27778.6,494635.8,0.0,2.7395609031784387e-05,0.0,4.189343984640668e-05,3.599893443154083e-05,3.234703189700382e-05,0.0,0.027395609031784385,0.0,0.04189343984640668,0.03599893443154083,0.03234703189700382
1915-08-01,0,0,1,3,0,4,9396.6,36502.2,86777.2,334181.2,27778.6,494635.8,0.0,0.0,1.1523764306753388e-05,8.97716568137286e-06,0.0,8.086757974250954e-06,0.0,0.0,0.011523764306753387,0.00897716568137286,0.0,0.008086757974250954
1915-08-08,0,0,0,7,0,7,9396.6,36502.2,86777.2,334181.2,27778.6,494635.8,0.0,0.0,0.0,2.094671992320334e-05,0.0,1.415182645493917e-05,0.0,0.0,0.0,0.02094671992320334,0.0,0.01415182645493917
1915-08-15,0,1,2,6,0,9,9396.6,36502.2,86777.2,334181.2,27778.6,494635.8,0.0,2.7395609031784387e-05,2.3047528613506776e-05,1.795433136274572e-05,0.0,1.8195205442064647e-05,0.0,0.027395609031784385,0.023047528613506774,0.01795433136274572,0.0,0.018195205442064648
1915-08-22,0,0,0,6,0,6,9396.6,36502.2,86777.2,334181.2,27778.6,494635.8,0.0,0.0,0.0,1.795433136274572e-05,0.0,1.2130136961376431e-05,0.0,0.0,0.0,0.01795433136274572,0.0,0.012130136961376431
1915-08-29,0,0,0,9,0,9,9396.6,36502.2,86777.2,334181.2,27778.6,494635.8,0.0,0.0,0.0,2.6931497044118578e-05,0.0,1.8195205442064647e-05,0.0,0.0,0.0,0.02693149704411858,0.0,0.018195205442064648
1915-09-05,0,1,2,5,0,8,9396.6,36502.2,86777.2,334181.2,27778.6,494635.8,0.0,2.7395609031784387e-05,2.3047528613506776e-05,1.49619428022881e-05,0.0,1.617351594850191e-05,0.0,0.027395609031784385,0.023047528613506774,0.0149619428022881,0.0,0.01617351594850191
1915-09-12,0,0,1,12,1,14,9396.6,36502.2,86777.2,334181.2,27778.6,494635.8,0.0,0.0,1.1523764306753388e-05,3.590866272549144e-05,3.599893443154083e-05,2.830365290987834e-05,0.0,0.0,0.011523764306753387,0.03590866272549144,0.03599893443154083,0.02830365290987834
1915-09-19,0,0,1,15,0,16,9396.6,36502.2,86777.2,334181.2,27778.6,494635.8,0.0,0.0,1.1523764306753388e-05,4.48858284068643e-05,0.0,3.234703189700382e-05,0.0,0.0,0.011523764306753387,0.0448858284068643,0.0,0.03234703189700382
1915-09-26,0,0,1,13,0,14,9396.6,36502.2,86777.2,334181.2,27778.6,494635.8,0.0,0.0,1.1523764306753388e-05,3.890105128594906e-05,0.0,2.830365290987834e-05,0.0,0.0,0.011523764306753387,0.038901051285949055,0.0,0.02830365290987834
