"Døde pr. dag (eksperimentel statistik) efter køn, tid og alder"

" "," ","I alt"
"I alt"
" ","2013M04D19",137
" ","2013M04D20",132
" ","2013M04D21",120
" ","2013M04D22",166
" ","2013M04D23",126
" ","2013M04D24",157
" ","2013M04D25",164
" ","2013M04D26",143
" ","2013M04D27",128
" ","2013M04D28",132
" ","2013M04D29",144
" ","2013M04D30",151
" ","2013M05D01",138
" ","2013M05D02",136
" ","2013M05D03",128
" ","2013M05D04",153
" ","2013M05D05",141
" ","2013M05D06",156
" ","2013M05D07",138
" ","2013M05D08",158
" ","2013M05D09",149
" ","2013M05D10",150
" ","2013M05D11",133
" ","2013M05D12",150
" ","2013M05D13",149
" ","2013M05D14",144
" ","2013M05D15",125
" ","2013M05D16",134
" ","2013M05D17",147
" ","2013M05D18",140
" ","2013M05D19",133
" ","2013M05D20",146
" ","2013M05D21",135
" ","2013M05D22",123
" ","2013M05D23",132
" ","2013M05D24",142
" ","2013M05D25",147
" ","2013M05D26",136
" ","2013M05D27",133
" ","2013M05D28",135
" ","2013M05D29",132
" ","2013M05D30",129
" ","2013M05D31",138
" ","2013M06D01",141
" ","2013M06D02",118
" ","2013M06D03",143
" ","2013M06D04",127
" ","2013M06D05",131
" ","2013M06D06",137
" ","2013M06D07",138
" ","2013M06D08",143
" ","2013M06D09",128
" ","2013M06D10",147
" ","2013M06D11",113
" ","2013M06D12",137
" ","2013M06D13",131
" ","2013M06D14",129
" ","2013M06D15",124
" ","2013M06D16",129
" ","2013M06D17",126
" ","2013M06D18",145
" ","2013M06D19",124
" ","2013M06D20",132
" ","2013M06D21",139
" ","2013M06D22",127
" ","2013M06D23",126
" ","2013M06D24",129
" ","2013M06D25",130
" ","2013M06D26",152
" ","2013M06D27",131
" ","2013M06D28",137
" ","2013M06D29",123
" ","2013M06D30",132
" ","2013M07D01",117
" ","2013M07D02",134
" ","2013M07D03",135
" ","2013M07D04",142
" ","2013M07D05",133
" ","2013M07D06",137
" ","2013M07D07",161
" ","2013M07D08",127
" ","2013M07D09",127
" ","2013M07D10",139
" ","2013M07D11",142
" ","2013M07D12",128
" ","2013M07D13",132
" ","2013M07D14",139
" ","2013M07D15",121
" ","2013M07D16",132
" ","2013M07D17",143
" ","2013M07D18",138
" ","2013M07D19",124
" ","2013M07D20",111
" ","2013M07D21",120
" ","2013M07D22",145
" ","2013M07D23",116
" ","2013M07D24",140
" ","2013M07D25",131
" ","2013M07D26",129
" ","2013M07D27",153
" ","2013M07D28",131
" ","2013M07D29",136
" ","2013M07D30",129
" ","2013M07D31",139
" ","2013M08D01",103
" ","2013M08D02",132
" ","2013M08D03",133
" ","2013M08D04",129
" ","2013M08D05",129
" ","2013M08D06",146
" ","2013M08D07",132
" ","2013M08D08",136
" ","2013M08D09",116
" ","2013M08D10",116
" ","2013M08D11",130
" ","2013M08D12",124
" ","2013M08D13",113
" ","2013M08D14",120
" ","2013M08D15",127
" ","2013M08D16",112
" ","2013M08D17",145
" ","2013M08D18",133
" ","2013M08D19",114
" ","2013M08D20",137
" ","2013M08D21",113
" ","2013M08D22",146
" ","2013M08D23",121
" ","2013M08D24",132
" ","2013M08D25",100
" ","2013M08D26",116
" ","2013M08D27",126
" ","2013M08D28",122
" ","2013M08D29",108
" ","2013M08D30",133
" ","2013M08D31",125
" ","2013M09D01",122
" ","2013M09D02",124
" ","2013M09D03",125
" ","2013M09D04",133
" ","2013M09D05",123
" ","2013M09D06",143
" ","2013M09D07",137
" ","2013M09D08",109
" ","2013M09D09",130
" ","2013M09D10",128
" ","2013M09D11",125
" ","2013M09D12",136
" ","2013M09D13",137
" ","2013M09D14",138
" ","2013M09D15",134
" ","2013M09D16",141
" ","2013M09D17",156
" ","2013M09D18",150
" ","2013M09D19",148
" ","2013M09D20",153
" ","2013M09D21",141
" ","2013M09D22",116
" ","2013M09D23",131
" ","2013M09D24",129
" ","2013M09D25",133
" ","2013M09D26",135
" ","2013M09D27",130
" ","2013M09D28",127
" ","2013M09D29",126
" ","2013M09D30",134
" ","2013M10D01",137
" ","2013M10D02",138
" ","2013M10D03",138
" ","2013M10D04",103
" ","2013M10D05",150
" ","2013M10D06",137
" ","2013M10D07",142
" ","2013M10D08",137
" ","2013M10D09",159
" ","2013M10D10",111
" ","2013M10D11",131
" ","2013M10D12",139
" ","2013M10D13",113
" ","2013M10D14",165
" ","2013M10D15",116
" ","2013M10D16",134
" ","2013M10D17",116
" ","2013M10D18",112
" ","2013M10D19",94
" ","2013M10D20",150
" ","2013M10D21",133
" ","2013M10D22",117
" ","2013M10D23",143
" ","2013M10D24",122
" ","2013M10D25",126
" ","2013M10D26",125
" ","2013M10D27",124
" ","2013M10D28",144
" ","2013M10D29",138
" ","2013M10D30",140
" ","2013M10D31",129
" ","2013M11D01",138
" ","2013M11D02",146
" ","2013M11D03",138
" ","2013M11D04",135
" ","2013M11D05",120
" ","2013M11D06",131
" ","2013M11D07",108
" ","2013M11D08",127
" ","2013M11D09",125
" ","2013M11D10",131
" ","2013M11D11",142
" ","2013M11D12",129
" ","2013M11D13",149
" ","2013M11D14",147
" ","2013M11D15",156
" ","2013M11D16",147
" ","2013M11D17",144
" ","2013M11D18",147
" ","2013M11D19",115
" ","2013M11D20",131
" ","2013M11D21",134
" ","2013M11D22",136
" ","2013M11D23",125
" ","2013M11D24",140
" ","2013M11D25",149
" ","2013M11D26",125
" ","2013M11D27",128
" ","2013M11D28",128
" ","2013M11D29",134
" ","2013M11D30",130
" ","2013M12D01",136
" ","2013M12D02",154
" ","2013M12D03",139
" ","2013M12D04",124
" ","2013M12D05",142
" ","2013M12D06",143
" ","2013M12D07",131
" ","2013M12D08",134
" ","2013M12D09",126
" ","2013M12D10",138
" ","2013M12D11",154
" ","2013M12D12",141
" ","2013M12D13",145
" ","2013M12D14",144
" ","2013M12D15",136
" ","2013M12D16",143
" ","2013M12D17",160
" ","2013M12D18",136
" ","2013M12D19",161
" ","2013M12D20",158
" ","2013M12D21",160
" ","2013M12D22",129
" ","2013M12D23",127
" ","2013M12D24",146
" ","2013M12D25",167
" ","2013M12D26",134
" ","2013M12D27",156
" ","2013M12D28",125
" ","2013M12D29",138
" ","2013M12D30",144
" ","2013M12D31",135
" ","2014M01D01",126
" ","2014M01D02",152
" ","2014M01D03",166
" ","2014M01D04",152
" ","2014M01D05",150
" ","2014M01D06",141
" ","2014M01D07",148
" ","2014M01D08",143
" ","2014M01D09",169
" ","2014M01D10",128
" ","2014M01D11",148
" ","2014M01D12",140
" ","2014M01D13",158
" ","2014M01D14",165
" ","2014M01D15",154
" ","2014M01D16",142
" ","2014M01D17",149
" ","2014M01D18",133
" ","2014M01D19",149
" ","2014M01D20",152
" ","2014M01D21",148
" ","2014M01D22",153
" ","2014M01D23",147
" ","2014M01D24",149
" ","2014M01D25",132
" ","2014M01D26",134
" ","2014M01D27",154
" ","2014M01D28",159
" ","2014M01D29",136
" ","2014M01D30",167
" ","2014M01D31",150
" ","2014M02D01",147
" ","2014M02D02",142
" ","2014M02D03",154
" ","2014M02D04",151
" ","2014M02D05",143
" ","2014M02D06",157
" ","2014M02D07",165
" ","2014M02D08",158
" ","2014M02D09",125
" ","2014M02D10",159
" ","2014M02D11",149
" ","2014M02D12",171
" ","2014M02D13",150
" ","2014M02D14",185
" ","2014M02D15",156
" ","2014M02D16",144
" ","2014M02D17",141
" ","2014M02D18",153
" ","2014M02D19",137
" ","2014M02D20",145
" ","2014M02D21",143
" ","2014M02D22",149
" ","2014M02D23",152
" ","2014M02D24",135
" ","2014M02D25",146
" ","2014M02D26",132
" ","2014M02D27",146
" ","2014M02D28",160
" ","2014M03D01",150
" ","2014M03D02",128
" ","2014M03D03",159
" ","2014M03D04",156
" ","2014M03D05",147
" ","2014M03D06",122
" ","2014M03D07",141
" ","2014M03D08",128
" ","2014M03D09",140
" ","2014M03D10",140
" ","2014M03D11",141
" ","2014M03D12",152
" ","2014M03D13",149
" ","2014M03D14",130
" ","2014M03D15",144
" ","2014M03D16",142
" ","2014M03D17",127
" ","2014M03D18",144
" ","2014M03D19",152
" ","2014M03D20",156
" ","2014M03D21",146
" ","2014M03D22",152
" ","2014M03D23",127
" ","2014M03D24",142
" ","2014M03D25",153
" ","2014M03D26",158
" ","2014M03D27",120
" ","2014M03D28",144
" ","2014M03D29",129
" ","2014M03D30",143
" ","2014M03D31",148
" ","2014M04D01",128
" ","2014M04D02",136
" ","2014M04D03",151
" ","2014M04D04",147
" ","2014M04D05",145
" ","2014M04D06",143
" ","2014M04D07",147
" ","2014M04D08",158
" ","2014M04D09",133
" ","2014M04D10",137
" ","2014M04D11",148
" ","2014M04D12",155
" ","2014M04D13",137
" ","2014M04D14",151
" ","2014M04D15",130
" ","2014M04D16",170
" ","2014M04D17",141
" ","2014M04D18",146
" ","2014M04D19",119
" ","2014M04D20",140
" ","2014M04D21",139
" ","2014M04D22",156
" ","2014M04D23",146
" ","2014M04D24",135
" ","2014M04D25",148
" ","2014M04D26",132
" ","2014M04D27",141
" ","2014M04D28",147
" ","2014M04D29",131
" ","2014M04D30",144
" ","2014M05D01",137
" ","2014M05D02",154
" ","2014M05D03",127
" ","2014M05D04",132
" ","2014M05D05",158
" ","2014M05D06",142
" ","2014M05D07",145
" ","2014M05D08",153
" ","2014M05D09",127
" ","2014M05D10",122
" ","2014M05D11",149
" ","2014M05D12",144
" ","2014M05D13",132
" ","2014M05D14",144
" ","2014M05D15",116
" ","2014M05D16",125
" ","2014M05D17",133
" ","2014M05D18",146
" ","2014M05D19",151
" ","2014M05D20",127
" ","2014M05D21",167
" ","2014M05D22",168
" ","2014M05D23",155
" ","2014M05D24",127
" ","2014M05D25",131
" ","2014M05D26",105
" ","2014M05D27",117
" ","2014M05D28",143
" ","2014M05D29",130
" ","2014M05D30",139
" ","2014M05D31",138
" ","2014M06D01",117
" ","2014M06D02",134
" ","2014M06D03",128
" ","2014M06D04",136
" ","2014M06D05",122
" ","2014M06D06",146
" ","2014M06D07",139
" ","2014M06D08",128
" ","2014M06D09",124
" ","2014M06D10",150
" ","2014M06D11",129
" ","2014M06D12",141
" ","2014M06D13",155
" ","2014M06D14",127
" ","2014M06D15",108
" ","2014M06D16",134
" ","2014M06D17",137
" ","2014M06D18",141
" ","2014M06D19",125
" ","2014M06D20",120
" ","2014M06D21",137
" ","2014M06D22",110
" ","2014M06D23",135
" ","2014M06D24",148
" ","2014M06D25",153
" ","2014M06D26",127
" ","2014M06D27",137
" ","2014M06D28",144
" ","2014M06D29",105
" ","2014M06D30",134
" ","2014M07D01",133
" ","2014M07D02",125
" ","2014M07D03",117
" ","2014M07D04",142
" ","2014M07D05",120
" ","2014M07D06",148
" ","2014M07D07",142
" ","2014M07D08",149
" ","2014M07D09",144
" ","2014M07D10",139
" ","2014M07D11",129
" ","2014M07D12",131
" ","2014M07D13",132
" ","2014M07D14",138
" ","2014M07D15",133
" ","2014M07D16",140
" ","2014M07D17",136
" ","2014M07D18",141
" ","2014M07D19",148
" ","2014M07D20",122
" ","2014M07D21",132
" ","2014M07D22",142
" ","2014M07D23",175
" ","2014M07D24",140
" ","2014M07D25",146
" ","2014M07D26",139
" ","2014M07D27",141
" ","2014M07D28",156
" ","2014M07D29",142
" ","2014M07D30",147
" ","2014M07D31",135
" ","2014M08D01",144
" ","2014M08D02",152
" ","2014M08D03",123
" ","2014M08D04",168
" ","2014M08D05",143
" ","2014M08D06",122
" ","2014M08D07",134
" ","2014M08D08",131
" ","2014M08D09",171
" ","2014M08D10",112
" ","2014M08D11",132
" ","2014M08D12",133
" ","2014M08D13",148
" ","2014M08D14",134
" ","2014M08D15",134
" ","2014M08D16",128
" ","2014M08D17",122
" ","2014M08D18",143
" ","2014M08D19",137
" ","2014M08D20",139
" ","2014M08D21",117
" ","2014M08D22",147
" ","2014M08D23",137
" ","2014M08D24",127
" ","2014M08D25",148
" ","2014M08D26",126
" ","2014M08D27",128
" ","2014M08D28",153
" ","2014M08D29",110
" ","2014M08D30",133
" ","2014M08D31",120
" ","2014M09D01",127
" ","2014M09D02",155
" ","2014M09D03",140
" ","2014M09D04",146
" ","2014M09D05",149
" ","2014M09D06",160
" ","2014M09D07",132
" ","2014M09D08",116
" ","2014M09D09",133
" ","2014M09D10",146
" ","2014M09D11",152
" ","2014M09D12",145
" ","2014M09D13",126
" ","2014M09D14",143
" ","2014M09D15",112
" ","2014M09D16",126
" ","2014M09D17",158
" ","2014M09D18",127
" ","2014M09D19",163
" ","2014M09D20",137
" ","2014M09D21",146
" ","2014M09D22",112
" ","2014M09D23",136
" ","2014M09D24",129
" ","2014M09D25",137
" ","2014M09D26",135
" ","2014M09D27",120
" ","2014M09D28",124
" ","2014M09D29",137
" ","2014M09D30",115
" ","2014M10D01",122
" ","2014M10D02",125
" ","2014M10D03",126
" ","2014M10D04",140
" ","2014M10D05",117
" ","2014M10D06",125
" ","2014M10D07",132
" ","2014M10D08",129
" ","2014M10D09",136
" ","2014M10D10",138
" ","2014M10D11",134
" ","2014M10D12",108
" ","2014M10D13",129
" ","2014M10D14",152
" ","2014M10D15",134
" ","2014M10D16",134
" ","2014M10D17",116
" ","2014M10D18",135
" ","2014M10D19",142
" ","2014M10D20",147
" ","2014M10D21",149
" ","2014M10D22",108
" ","2014M10D23",137
" ","2014M10D24",130
" ","2014M10D25",133
" ","2014M10D26",128
" ","2014M10D27",117
" ","2014M10D28",126
" ","2014M10D29",129
" ","2014M10D30",133
" ","2014M10D31",120
" ","2014M11D01",130
" ","2014M11D02",142
" ","2014M11D03",152
" ","2014M11D04",129
" ","2014M11D05",128
" ","2014M11D06",140
" ","2014M11D07",145
" ","2014M11D08",126
" ","2014M11D09",140
" ","2014M11D10",134
" ","2014M11D11",124
" ","2014M11D12",134
" ","2014M11D13",128
" ","2014M11D14",167
" ","2014M11D15",148
" ","2014M11D16",132
" ","2014M11D17",140
" ","2014M11D18",142
" ","2014M11D19",127
" ","2014M11D20",124
" ","2014M11D21",160
" ","2014M11D22",146
" ","2014M11D23",130
" ","2014M11D24",138
" ","2014M11D25",161
" ","2014M11D26",145
" ","2014M11D27",148
" ","2014M11D28",142
" ","2014M11D29",142
" ","2014M11D30",135
" ","2014M12D01",145
" ","2014M12D02",155
" ","2014M12D03",151
" ","2014M12D04",142
" ","2014M12D05",173
" ","2014M12D06",162
" ","2014M12D07",171
" ","2014M12D08",169
" ","2014M12D09",143
" ","2014M12D10",158
" ","2014M12D11",160
" ","2014M12D12",146
" ","2014M12D13",146
" ","2014M12D14",151
" ","2014M12D15",157
" ","2014M12D16",171
" ","2014M12D17",141
" ","2014M12D18",142
" ","2014M12D19",161
" ","2014M12D20",152
" ","2014M12D21",147
" ","2014M12D22",162
" ","2014M12D23",186
" ","2014M12D24",175
" ","2014M12D25",124
" ","2014M12D26",143
" ","2014M12D27",149
" ","2014M12D28",150
" ","2014M12D29",163
" ","2014M12D30",160
" ","2014M12D31",156
" ","2015M01D01",161
" ","2015M01D02",188
" ","2015M01D03",166
" ","2015M01D04",133
" ","2015M01D05",158
" ","2015M01D06",150
" ","2015M01D07",166
" ","2015M01D08",172
" ","2015M01D09",158
" ","2015M01D10",142
" ","2015M01D11",162
" ","2015M01D12",178
" ","2015M01D13",149
" ","2015M01D14",178
" ","2015M01D15",165
" ","2015M01D16",148
" ","2015M01D17",131
" ","2015M01D18",144
" ","2015M01D19",158
" ","2015M01D20",149
" ","2015M01D21",141
" ","2015M01D22",154
" ","2015M01D23",174
" ","2015M01D24",157
" ","2015M01D25",135
" ","2015M01D26",139
" ","2015M01D27",160
" ","2015M01D28",149
" ","2015M01D29",153
" ","2015M01D30",168
" ","2015M01D31",159
" ","2015M02D01",158
" ","2015M02D02",178
" ","2015M02D03",158
" ","2015M02D04",151
" ","2015M02D05",147
" ","2015M02D06",175
" ","2015M02D07",156
" ","2015M02D08",153
" ","2015M02D09",158
" ","2015M02D10",165
" ","2015M02D11",155
" ","2015M02D12",151
" ","2015M02D13",160
" ","2015M02D14",167
" ","2015M02D15",150
" ","2015M02D16",158
" ","2015M02D17",152
" ","2015M02D18",146
" ","2015M02D19",167
" ","2015M02D20",189
" ","2015M02D21",164
" ","2015M02D22",155
" ","2015M02D23",172
" ","2015M02D24",177
" ","2015M02D25",150
" ","2015M02D26",170
" ","2015M02D27",161
" ","2015M02D28",165
" ","2015M03D01",182
" ","2015M03D02",166
" ","2015M03D03",173
" ","2015M03D04",160
" ","2015M03D05",188
" ","2015M03D06",161
" ","2015M03D07",188
" ","2015M03D08",174
" ","2015M03D09",171
" ","2015M03D10",159
" ","2015M03D11",195
" ","2015M03D12",169
" ","2015M03D13",178
" ","2015M03D14",153
" ","2015M03D15",159
" ","2015M03D16",162
" ","2015M03D17",165
" ","2015M03D18",168
" ","2015M03D19",145
" ","2015M03D20",153
" ","2015M03D21",139
" ","2015M03D22",154
" ","2015M03D23",152
" ","2015M03D24",162
" ","2015M03D25",160
" ","2015M03D26",156
" ","2015M03D27",164
" ","2015M03D28",146
" ","2015M03D29",153
" ","2015M03D30",138
" ","2015M03D31",152
" ","2015M04D01",146
" ","2015M04D02",157
" ","2015M04D03",140
" ","2015M04D04",147
" ","2015M04D05",164
" ","2015M04D06",117
" ","2015M04D07",165
" ","2015M04D08",164
" ","2015M04D09",152
" ","2015M04D10",159
" ","2015M04D11",169
" ","2015M04D12",155
" ","2015M04D13",144
" ","2015M04D14",159
" ","2015M04D15",143
" ","2015M04D16",163
" ","2015M04D17",149
" ","2015M04D18",144
" ","2015M04D19",150
" ","2015M04D20",145
" ","2015M04D21",113
" ","2015M04D22",141
" ","2015M04D23",134
" ","2015M04D24",147
" ","2015M04D25",134
" ","2015M04D26",120
" ","2015M04D27",141
" ","2015M04D28",138
" ","2015M04D29",139
" ","2015M04D30",146
" ","2015M05D01",156
" ","2015M05D02",127
" ","2015M05D03",149
" ","2015M05D04",147
" ","2015M05D05",119
" ","2015M05D06",145
" ","2015M05D07",141
" ","2015M05D08",155
" ","2015M05D09",138
" ","2015M05D10",133
" ","2015M05D11",152
" ","2015M05D12",142
" ","2015M05D13",136
" ","2015M05D14",108
" ","2015M05D15",138
" ","2015M05D16",118
" ","2015M05D17",127
" ","2015M05D18",139
" ","2015M05D19",144
" ","2015M05D20",138
" ","2015M05D21",152
" ","2015M05D22",115
" ","2015M05D23",153
" ","2015M05D24",133
" ","2015M05D25",117
" ","2015M05D26",129
" ","2015M05D27",125
" ","2015M05D28",155
" ","2015M05D29",160
" ","2015M05D30",143
" ","2015M05D31",148
" ","2015M06D01",149
" ","2015M06D02",147
" ","2015M06D03",146
" ","2015M06D04",133
" ","2015M06D05",138
" ","2015M06D06",130
" ","2015M06D07",116
" ","2015M06D08",121
" ","2015M06D09",146
" ","2015M06D10",150
" ","2015M06D11",139
" ","2015M06D12",151
" ","2015M06D13",163
" ","2015M06D14",147
" ","2015M06D15",125
" ","2015M06D16",151
" ","2015M06D17",118
" ","2015M06D18",128
" ","2015M06D19",140
" ","2015M06D20",131
" ","2015M06D21",120
" ","2015M06D22",130
" ","2015M06D23",133
" ","2015M06D24",131
" ","2015M06D25",114
" ","2015M06D26",138
" ","2015M06D27",137
" ","2015M06D28",114
" ","2015M06D29",131
" ","2015M06D30",143
" ","2015M07D01",133
" ","2015M07D02",114
" ","2015M07D03",149
" ","2015M07D04",136
" ","2015M07D05",136
" ","2015M07D06",143
" ","2015M07D07",143
" ","2015M07D08",129
" ","2015M07D09",137
" ","2015M07D10",126
" ","2015M07D11",136
" ","2015M07D12",137
" ","2015M07D13",145
" ","2015M07D14",134
" ","2015M07D15",131
" ","2015M07D16",97
" ","2015M07D17",141
" ","2015M07D18",138
" ","2015M07D19",131
" ","2015M07D20",122
" ","2015M07D21",147
" ","2015M07D22",147
" ","2015M07D23",132
" ","2015M07D24",137
" ","2015M07D25",121
" ","2015M07D26",145
" ","2015M07D27",141
" ","2015M07D28",134
" ","2015M07D29",144
" ","2015M07D30",124
" ","2015M07D31",129
" ","2015M08D01",126
" ","2015M08D02",149
" ","2015M08D03",139
" ","2015M08D04",146
" ","2015M08D05",135
" ","2015M08D06",126
" ","2015M08D07",151
" ","2015M08D08",131
" ","2015M08D09",101
" ","2015M08D10",151
" ","2015M08D11",164
" ","2015M08D12",124
" ","2015M08D13",124
" ","2015M08D14",132
" ","2015M08D15",134
" ","2015M08D16",124
" ","2015M08D17",140
" ","2015M08D18",116
" ","2015M08D19",127
" ","2015M08D20",131
" ","2015M08D21",110
" ","2015M08D22",149
" ","2015M08D23",153
" ","2015M08D24",142
" ","2015M08D25",128
" ","2015M08D26",122
" ","2015M08D27",123
" ","2015M08D28",125
" ","2015M08D29",126
" ","2015M08D30",135
" ","2015M08D31",129
" ","2015M09D01",120
" ","2015M09D02",141
" ","2015M09D03",117
" ","2015M09D04",117
" ","2015M09D05",120
" ","2015M09D06",135
" ","2015M09D07",126
" ","2015M09D08",137
" ","2015M09D09",121
" ","2015M09D10",123
" ","2015M09D11",123
" ","2015M09D12",162
" ","2015M09D13",121
" ","2015M09D14",153
" ","2015M09D15",144
" ","2015M09D16",136
" ","2015M09D17",147
" ","2015M09D18",112
" ","2015M09D19",126
" ","2015M09D20",124
" ","2015M09D21",126
" ","2015M09D22",129
" ","2015M09D23",129
" ","2015M09D24",141
" ","2015M09D25",146
" ","2015M09D26",146
" ","2015M09D27",146
" ","2015M09D28",130
" ","2015M09D29",130
" ","2015M09D30",131
" ","2015M10D01",139
" ","2015M10D02",139
" ","2015M10D03",148
" ","2015M10D04",142
" ","2015M10D05",138
" ","2015M10D06",133
" ","2015M10D07",123
" ","2015M10D08",117
" ","2015M10D09",130
" ","2015M10D10",149
" ","2015M10D11",137
" ","2015M10D12",128
" ","2015M10D13",125
" ","2015M10D14",116
" ","2015M10D15",146
" ","2015M10D16",149
" ","2015M10D17",133
" ","2015M10D18",151
" ","2015M10D19",128
" ","2015M10D20",138
" ","2015M10D21",137
" ","2015M10D22",157
" ","2015M10D23",159
" ","2015M10D24",136
" ","2015M10D25",142
" ","2015M10D26",154
" ","2015M10D27",118
" ","2015M10D28",142
" ","2015M10D29",151
" ","2015M10D30",149
" ","2015M10D31",131
" ","2015M11D01",148
" ","2015M11D02",139
" ","2015M11D03",123
" ","2015M11D04",158
" ","2015M11D05",134
" ","2015M11D06",141
" ","2015M11D07",125
" ","2015M11D08",151
" ","2015M11D09",139
" ","2015M11D10",146
" ","2015M11D11",171
" ","2015M11D12",139
" ","2015M11D13",128
" ","2015M11D14",118
" ","2015M11D15",144
" ","2015M11D16",153
" ","2015M11D17",120
" ","2015M11D18",146
" ","2015M11D19",145
" ","2015M11D20",132
" ","2015M11D21",152
" ","2015M11D22",138
" ","2015M11D23",151
" ","2015M11D24",158
" ","2015M11D25",141
" ","2015M11D26",152
" ","2015M11D27",152
" ","2015M11D28",169
" ","2015M11D29",160
" ","2015M11D30",160
" ","2015M12D01",158
" ","2015M12D02",158
" ","2015M12D03",144
" ","2015M12D04",162
" ","2015M12D05",175
" ","2015M12D06",148
" ","2015M12D07",135
" ","2015M12D08",152
" ","2015M12D09",133
" ","2015M12D10",166
" ","2015M12D11",164
" ","2015M12D12",144
" ","2015M12D13",139
" ","2015M12D14",155
" ","2015M12D15",141
" ","2015M12D16",134
" ","2015M12D17",152
" ","2015M12D18",166
" ","2015M12D19",151
" ","2015M12D20",125
" ","2015M12D21",137
" ","2015M12D22",148
" ","2015M12D23",154
" ","2015M12D24",144
" ","2015M12D25",129
" ","2015M12D26",130
" ","2015M12D27",152
" ","2015M12D28",108
" ","2015M12D29",149
" ","2015M12D30",170
" ","2015M12D31",158
" ","2016M01D01",139
" ","2016M01D02",133
" ","2016M01D03",129
" ","2016M01D04",143
" ","2016M01D05",160
" ","2016M01D06",161
" ","2016M01D07",145
" ","2016M01D08",173
" ","2016M01D09",165
" ","2016M01D10",156
" ","2016M01D11",149
" ","2016M01D12",164
" ","2016M01D13",140
" ","2016M01D14",153
" ","2016M01D15",160
" ","2016M01D16",144
" ","2016M01D17",155
" ","2016M01D18",126
" ","2016M01D19",156
" ","2016M01D20",146
" ","2016M01D21",152
" ","2016M01D22",164
" ","2016M01D23",155
" ","2016M01D24",147
" ","2016M01D25",162
" ","2016M01D26",156
" ","2016M01D27",159
" ","2016M01D28",187
" ","2016M01D29",152
" ","2016M01D30",145
" ","2016M01D31",163
" ","2016M02D01",175
" ","2016M02D02",161
" ","2016M02D03",141
" ","2016M02D04",142
" ","2016M02D05",143
" ","2016M02D06",171
" ","2016M02D07",150
" ","2016M02D08",155
" ","2016M02D09",146
" ","2016M02D10",152
" ","2016M02D11",151
" ","2016M02D12",154
" ","2016M02D13",139
" ","2016M02D14",143
" ","2016M02D15",136
" ","2016M02D16",151
" ","2016M02D17",161
" ","2016M02D18",146
" ","2016M02D19",167
" ","2016M02D20",160
" ","2016M02D21",141
" ","2016M02D22",148
" ","2016M02D23",143
" ","2016M02D24",157
" ","2016M02D25",150
" ","2016M02D26",176
" ","2016M02D27",156
" ","2016M02D28",194
" ","2016M02D29",150
" ","2016M03D01",163
" ","2016M03D02",162
" ","2016M03D03",162
" ","2016M03D04",169
" ","2016M03D05",171
" ","2016M03D06",166
" ","2016M03D07",168
" ","2016M03D08",174
" ","2016M03D09",142
" ","2016M03D10",172
" ","2016M03D11",163
" ","2016M03D12",172
" ","2016M03D13",158
" ","2016M03D14",192
" ","2016M03D15",147
" ","2016M03D16",163
" ","2016M03D17",141
" ","2016M03D18",168
" ","2016M03D19",171
" ","2016M03D20",177
" ","2016M03D21",169
" ","2016M03D22",171
" ","2016M03D23",154
" ","2016M03D24",154
" ","2016M03D25",145
" ","2016M03D26",139
" ","2016M03D27",142
" ","2016M03D28",171
" ","2016M03D29",158
" ","2016M03D30",150
" ","2016M03D31",160
" ","2016M04D01",150
" ","2016M04D02",158
" ","2016M04D03",137
" ","2016M04D04",146
" ","2016M04D05",144
" ","2016M04D06",153
" ","2016M04D07",143
" ","2016M04D08",149
" ","2016M04D09",145
" ","2016M04D10",143
" ","2016M04D11",150
" ","2016M04D12",137
" ","2016M04D13",147
" ","2016M04D14",154
" ","2016M04D15",160
" ","2016M04D16",164
" ","2016M04D17",159
" ","2016M04D18",136
" ","2016M04D19",142
" ","2016M04D20",132
" ","2016M04D21",159
" ","2016M04D22",150
" ","2016M04D23",143
" ","2016M04D24",148
" ","2016M04D25",146
" ","2016M04D26",146
" ","2016M04D27",126
" ","2016M04D28",160
" ","2016M04D29",132
" ","2016M04D30",150
" ","2016M05D01",125
" ","2016M05D02",149
" ","2016M05D03",136
" ","2016M05D04",146
" ","2016M05D05",137
" ","2016M05D06",160
" ","2016M05D07",149
" ","2016M05D08",165
" ","2016M05D09",127
" ","2016M05D10",163
" ","2016M05D11",165
" ","2016M05D12",144
" ","2016M05D13",136
" ","2016M05D14",154
" ","2016M05D15",134
" ","2016M05D16",115
" ","2016M05D17",128
" ","2016M05D18",149
" ","2016M05D19",136
" ","2016M05D20",137
" ","2016M05D21",130
" ","2016M05D22",140
" ","2016M05D23",149
" ","2016M05D24",130
" ","2016M05D25",145
" ","2016M05D26",140
" ","2016M05D27",153
" ","2016M05D28",137
" ","2016M05D29",121
" ","2016M05D30",144
" ","2016M05D31",128
" ","2016M06D01",137
" ","2016M06D02",150
" ","2016M06D03",131
" ","2016M06D04",141
" ","2016M06D05",122
" ","2016M06D06",143
" ","2016M06D07",134
" ","2016M06D08",129
" ","2016M06D09",116
" ","2016M06D10",118
" ","2016M06D11",128
" ","2016M06D12",145
" ","2016M06D13",146
" ","2016M06D14",131
" ","2016M06D15",135
" ","2016M06D16",122
" ","2016M06D17",145
" ","2016M06D18",117
" ","2016M06D19",124
" ","2016M06D20",127
" ","2016M06D21",139
" ","2016M06D22",157
" ","2016M06D23",130
