"YoDi";"WoDi";"group";"nb";"nbc";"Pnb";"country"
2021;26;"55to59";38;38;34,3877;"Denmark"
2021;27;"55to59";35;35;34,36229;"Denmark"
2021;28;"55to59";40;40;34,33107;"Denmark"
2021;29;"55to59";43;43;34,29412;"Denmark"
2021;30;"55to59";45;45;34,25158;"Denmark"
2021;31;"55to59";31;31;34,20369;"Denmark"
2021;32;"55to59";42;42;34,15074;"Denmark"
2021;33;"55to59";30;30;34,09314;"Denmark"
2021;34;"55to59";31;31;34,03133;"Denmark"
2021;35;"55to59";32;32;33,96582;"Denmark"
2021;36;"55to59";37;37;33,89719;"Denmark"
2021;37;"55to59";43;43;33,82605;"Denmark"
2021;38;"55to59";43;43;33,75303;"Denmark"
2021;39;"55to59";43;43;33,67881;"Denmark"
2021;40;"55to59";40;40;33,60407;"Denmark"
2021;41;"55to59";42;42;33,5295;"Denmark"
2021;42;"55to59";37;37;33,45577;"Denmark"
2021;43;"55to59";57;57;33,38355;"Denmark"
2021;44;"55to59";34;34;33,31349;"Denmark"
2021;45;"55to59";41;41;33,24618;"Denmark"
2021;46;"55to59";40;40;33,18219;"Denmark"
2021;47;"55to59";39;39;33,12204;"Denmark"
2021;48;"55to59";39;39;33,06618;"Denmark"
2021;49;"55to59";41;41;33,015;"Denmark"
2021;50;"55to59";46;46;32,96885;"Denmark"
2021;51;"55to59";40;40;32,92796;"Denmark"
2021;52;"55to59";41;41;32,89253;"Denmark"
2022;1;"55to59";47;47;32,86266;"Denmark"
2022;2;"55to59";45;45;32,83838;"Denmark"
2022;3;"55to59";45;45,6915;32,81964;"Denmark"
2022;4;"55to59";43;43,56878;32,80632;"Denmark"
2022;5;"55to59";31;32,44708;32,79821;"Denmark"
2022;6;"55to59";33;34,2334;32,79504;"Denmark"
2022;7;"55to59";41;42,12157;32,79646;"Denmark"
2022;8;"55to59";46;48,31077;32,80208;"Denmark"
2022;9;"55to59";32;36,00386;32,81141;"Denmark"
2020;1;"60to64";66;66;58,61852;"Denmark"
2020;2;"60to64";69;69;58,61527;"Denmark"
2020;3;"60to64";55;55;58,58096;"Denmark"
2020;4;"60to64";66;66;58,5156;"Denmark"
2020;5;"60to64";62;62;58,41969;"Denmark"
2020;6;"60to64";50;50;58,29422;"Denmark"
2020;7;"60to64";59;59;58,14065;"Denmark"
2020;8;"60to64";60;60;57,96087;"Denmark"
2020;9;"60to64";43;43;57,7572;"Denmark"
2020;10;"60to64";61;61;57,53226;"Denmark"
2020;11;"60to64";69;69;57,28904;"Denmark"
2020;12;"60to64";57;57;57,03073;"Denmark"
2020;13;"60to64";57;57;56,76073;"Denmark"
2020;14;"60to64";60;60;56,48257;"Denmark"
2020;15;"60to64";66;66;56,19986;"Denmark"
2020;16;"60to64";58;58;55,91623;"Denmark"
2020;17;"60to64";46;46;55,63526;"Denmark"
2020;18;"60to64";47;47;55,36045;"Denmark"
2020;19;"60to64";50;50;55,09515;"Denmark"
2020;20;"60to64";51;51;54,84256;"Denmark"
2020;21;"60to64";59;59;54,60562;"Denmark"
2020;22;"60to64";62;62;54,38705;"Denmark"
2020;23;"60to64";64;64;54,18928;"Denmark"
2020;24;"60to64";54;54;54,01443;"Denmark"
2020;25;"60to64";56;56;53,8643;"Denmark"
2020;26;"60to64";50;50;53,74037;"Denmark"
2020;27;"60to64";66;66;53,64373;"Denmark"
2020;28;"60to64";56;56;53,57514;"Denmark"
2020;29;"60to64";47;47;53,53498;"Denmark"
2020;30;"60to64";61;61;53,52327;"Denmark"
2020;31;"60to64";49;49;53,53967;"Denmark"
2020;32;"60to64";45;45;53,58346;"Denmark"
2020;33;"60to64";56;56;53,65357;"Denmark"
2020;34;"60to64";57;57;53,74859;"Denmark"
2020;35;"60to64";54;54;53,86677;"Denmark"
2020;36;"60to64";59;59;54,00604;"Denmark"
2020;37;"60to64";65;65;54,16403;"Denmark"
2020;38;"60to64";54;54;54,3381;"Denmark"
2020;39;"60to64";59;59;54,52535;"Denmark"
2020;40;"60to64";45;45;54,72268;"Denmark"
2020;41;"60to64";63;63;54,92682;"Denmark"
2020;42;"60to64";47;47;55,13434;"Denmark"
2020;43;"60to64";72;72;55,34174;"Denmark"
2020;44;"60to64";73;73;55,54548;"Denmark"
2020;45;"60to64";51;51;55,74201;"Denmark"
2020;46;"60to64";55;55;55,92789;"Denmark"
2020;47;"60to64";55;55;56,09976;"Denmark"
2020;48;"60to64";56;56;56,25448;"Denmark"
2020;49;"60to64";47;47;56,38912;"Denmark"
2020;50;"60to64";53;53;56,50105;"Denmark"
2020;51;"60to64";64;64;56,58798;"Denmark"
2020;52;"60to64";67;67;56,64802;"Denmark"
2020;53;"60to64";59;59;56,67967;"Denmark"
2021;1;"60to64";80;80;56,6819;"Denmark"
2021;2;"60to64";60;60;56,65415;"Denmark"
2021;3;"60to64";65;65;56,59633;"Denmark"
2021;4;"60to64";58;58;56,50885;"Denmark"
2021;5;"60to64";56;56;56,39257;"Denmark"
2021;6;"60to64";66;66;56,24884;"Denmark"
2021;7;"60to64";70;70;56,07941;"Denmark"
2021;8;"60to64";52;52;55,88644;"Denmark"
2021;9;"60to64";54;54;55,67244;"Denmark"
2021;10;"60to64";52;52;55,44021;"Denmark"
2021;11;"60to64";57;57;55,19282;"Denmark"
2021;12;"60to64";54;54;54,93352;"Denmark"
2021;13;"60to64";61;61;54,66571;"Denmark"
2021;14;"60to64";48;48;54,39288;"Denmark"
2021;15;"60to64";53;53;54,11852;"Denmark"
2021;16;"60to64";49;49;53,84611;"Denmark"
2021;17;"60to64";57;57;53,57906;"Denmark"
2021;18;"60to64";54;54;53,32064;"Denmark"
2021;19;"60to64";65;65;53,07396;"Denmark"
2021;20;"60to64";56;56;52,84192;"Denmark"
2021;21;"60to64";57;57;52,62719;"Denmark"
2021;22;"60to64";51;51;52,43217;"Denmark"
2021;23;"60to64";66;66;52,25897;"Denmark"
2021;24;"60to64";47;47;52,10939;"Denmark"
2021;25;"60to64";49;49;51,9849;"Denmark"
2021;26;"60to64";41;41;51,88664;"Denmark"
2021;27;"60to64";45;45;51,81539;"Denmark"
2021;28;"60to64";52;52;51,7716;"Denmark"
2021;29;"60to64";58;58;51,75534;"Denmark"
2021;30;"60to64";64;64;51,76635;"Denmark"
2021;31;"60to64";62;62;51,80399;"Denmark"
2021;32;"60to64";53;53;51,8673;"Denmark"
2021;33;"60to64";56;56;51,95496;"Denmark"
2021;34;"60to64";49;49;52,06534;"Denmark"
2021;35;"60to64";41;41;52,1965;"Denmark"
2021;36;"60to64";49;49;52,34619;"Denmark"
2021;37;"60to64";54;54;52,51191;"Denmark"
2021;38;"60to64";56;56;52,6909;"Denmark"
2021;39;"60to64";73;73;52,88019;"Denmark"
2021;40;"60to64";64;64;53,07664;"Denmark"
2021;41;"60to64";56;56;53,27697;"Denmark"
2021;42;"60to64";54;54;53,47779;"Denmark"
2021;43;"60to64";61;61;53,67569;"Denmark"
2021;44;"60to64";67;67;53,86723;"Denmark"
2021;45;"60to64";57;57;54,04907;"Denmark"
2021;46;"60to64";51;51;54,21793;"Denmark"
2021;47;"60to64";73;73;54,37074;"Denmark"
2021;48;"60to64";65;65;54,50462;"Denmark"
2021;49;"60to64";70;70;54,61698;"Denmark"
2021;50;"60to64";73;73;54,70554;"Denmark"
2021;51;"60to64";70;70;54,7684;"Denmark"
2021;52;"60to64";57;57;54,80403;"Denmark"
2022;1;"60to64";63;63;54,81136;"Denmark"
2022;2;"60to64";57;57;54,78976;"Denmark"
2022;3;"60to64";51;51,98367;54,73907;"Denmark"
2022;4;"60to64";53;53,85823;54,65959;"Denmark"
2022;5;"60to64";70;71,79621;54,55209;"Denmark"
2022;6;"60to64";64;65,30812;54,41777;"Denmark"
2022;7;"60to64";67;68,89921;54,25827;"Denmark"
2022;8;"60to64";66;68,66048;54,0756;"Denmark"
2022;9;"60to64";55;60,23192;53,87213;"Denmark"
2020;1;"65to69";115;115;91,64767;"Denmark"
2020;2;"65to69";78;78;91,60145;"Denmark"
2020;3;"65to69";98;98;91,51119;"Denmark"
2020;4;"65to69";85;85;91,3786;"Denmark"
2020;5;"65to69";86;86;91,20606;"Denmark"
2020;6;"65to69";92;92;90,99658;"Denmark"
2020;7;"65to69";89;89;90,75371;"Denmark"
2020;8;"65to69";102;102;90,4815;"Denmark"
2020;9;"65to69";80;80;90,18443;"Denmark"
2020;10;"65to69";86;86;89,86729;"Denmark"
2020;11;"65to69";112;112;89,53516;"Denmark"
2020;12;"65to69";88;88;89,19327;"Denmark"
2020;13;"65to69";84;84;88,84693;"Denmark"
2020;14;"65to69";94;94;88,50146;"Denmark"
2020;15;"65to69";94;94;88,16211;"Denmark"
2020;16;"65to69";91;91;87,83399;"Denmark"
